상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시군구명,법정동명,경도,위도
대화철물,,소매,철물/난방/건설자재소매,철물/건설자재소매,세종특별자치시,조치원읍,127.3036235,36.60277045
그린종합가구,,소매,가정/주방/인테리어,주방용품,세종특별자치시,조치원읍,127.2983545,36.58721174
제이씨전자,,소매,가전제품소매,일반가전제품,세종특별자치시,소정면,127.1679954,36.73078884
사임당화장품,,소매,화장품소매,화장품판매점,세종특별자치시,전의면,127.2004559,36.67965278
하우다,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,전의면,127.2015398,36.67978622
수피아스킨앤바디,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,조치원읍,127.2860775,36.61584225
고등어밥상,,음식,일식/수산물,갈치/생선구이,세종특별자치시,장군면,127.2232905,36.50242898
피엘,에스클럽,스포츠,운영관리시설,기타경기후원업/경기단체,세종특별자치시,아름동,127.2525939,36.51976633
커피예술,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,나성동,127.259471,36.4835081
금성정육코너,,소매,음/식료품소매,정육점,세종특별자치시,조치원읍,127.2970471,36.6056878
슈슈앤크라세종,아름점,소매,의복의류,아동복판매,세종특별자치시,아름동,127.2431935,36.51165018
강동공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,아름동,127.2518973,36.51210162
삼오정,,음식,한식,한식/백반/한정식,세종특별자치시,연서면,127.2836597,36.56417052
청년다방,세종종촌점,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,종촌동,127.2500229,36.50271718
강촌춘천닭갈비,,음식,닭/오리요리,닭갈비전문,세종특별자치시,한솔동,127.260071,36.48143901
라라헤어S,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,나성동,127.2559544,36.49296708
하나로마트,장기농협,소매,종합소매점,수퍼마켓,세종특별자치시,장군면,127.2067386,36.49778696
꼬마족발,,음식,한식,족발/보쌈전문,세종특별자치시,조치원읍,127.2997833,36.60099961
세종도서협동조합,,생활서비스,물품기기대여,도서/만화대여,세종특별자치시,아름동,127.2433778,36.51221912
위례곱돌회,,음식,일식/수산물,음식점-일식,세종특별자치시,부강면,127.3679454,36.52922924
도담도담떡방,,음식,제과제빵떡케익,떡전문,세종특별자치시,도담동,127.2606407,36.51309339
창성가스,,소매,기타판매업,LPG판매,세종특별자치시,전의면,127.200957,36.67663716
영진건재,,소매,철물/난방/건설자재소매,철물/건설자재소매,세종특별자치시,조치원읍,127.2972526,36.60521137
나무바,,음식,유흥주점,빠/카페/스탠드빠,세종특별자치시,조치원읍,127.2931398,36.605151
교동태권도,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,조치원읍,127.2978176,36.60453879
하나로마트,조치원농협전동지소,소매,종합소매점,수퍼마켓,세종특별자치시,전동면,127.2678837,36.65538465
아맛나슈퍼,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2870962,36.61690276
개별용달,,생활서비스,운송/배달/택배,종합이삿짐대행,세종특별자치시,조치원읍,127.2971281,36.59182771
법인정다운식품,,소매,음/식료품소매,식료품점,세종특별자치시,전의면,127.2096761,36.70033351
세종현대부동산,,부동산,부동산중개,부동산중개,세종특별자치시,금남면,127.2818334,36.46565634
착한고기,,음식,한식,기타고기요리,세종특별자치시,조치원읍,127.2981322,36.59201387
우리들피아노,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,한솔동,127.2490499,36.47515174
조대포,,음식,유흥주점,민속주점,세종특별자치시,조치원읍,127.292415,36.6037318
하랑부동산중개법인,,부동산,부동산중개,부동산중개,세종특별자치시,나성동,127.2568221,36.49210731
고려대구내안경,,소매,사진/광학/정밀기기소매,안경원,세종특별자치시,조치원읍,127.2910008,36.61169005
하나로마트,남세종농협황용지점,소매,종합소매점,수퍼마켓,세종특별자치시,금남면,127.3299525,36.48039187
브라운힐스커피숍,,음식,커피점/카페,커피전문점/카페/다방,세종특별자치시,한솔동,127.2553148,36.47932761
금용,,음식,중식,중국음식/중국집,세종특별자치시,부강면,127.3676386,36.53125536
취룡,,음식,중식,중국음식/중국집,세종특별자치시,조치원읍,127.2953217,36.58523822
리치앤골드,,부동산,분양,건물분양-종합,세종특별자치시,장군면,127.2074319,36.49876488
GS25,세종파크점,소매,종합소매점,편의점,세종특별자치시,나성동,127.2559544,36.49296708
팀스카이,,학문/교육,학원-보습교습입시,학원-입시,세종특별자치시,한솔동,127.251193,36.47741826
효성철물전기,,소매,가정/주방/인테리어,유리/페인트/철물건축자재,세종특별자치시,소정면,127.1595587,36.72623268
세종비와이씨,,소매,의복의류,셔츠/내의/속옷,세종특별자치시,나성동,127.2599232,36.48290709
남동순대,,음식,별식/퓨전요리,순대전문점,세종특별자치시,조치원읍,127.3012566,36.59998989
세종참나무삼계탕,,음식,닭/오리요리,삼계탕전문,세종특별자치시,조치원읍,127.2934552,36.59507738
꽃에반하다,,소매,예술품/골동품/수석/분재,분재판매,세종특별자치시,보람동,127.2897603,36.47857327
세종청사꽃집,,소매,선물/팬시/기념품,꽃집/꽃배달,세종특별자치시,어진동,127.2622582,36.50500145
미락촌식당,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2885938,36.6351971
중국동남아식춤상사,,소매,음/식료품소매,식료품점,세종특별자치시,장군면,127.22072,36.49938413
대원분식,,음식,분식,라면김밥분식,세종특별자치시,조치원읍,127.2965334,36.60193575
심화이용원,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,조치원읍,127.2948532,36.58513632
라이스팡조치원점,조치원점,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,조치원읍,127.2914037,36.60431158
국수장이,,음식,분식,국수/만두/칼국수,세종특별자치시,조치원읍,127.2988663,36.59982265
CU조치원전의점,조치원전의점,소매,종합소매점,편의점,세종특별자치시,전의면,127.2069563,36.6796602
가장맛있는족발,보람점,음식,한식,족발/보쌈전문,세종특별자치시,보람동,127.2878367,36.47780478
머리지키미,,생활서비스,이/미용/건강,남성미용실,세종특별자치시,조치원읍,127.295967,36.59662429
최명순칼국수,,음식,분식,국수/만두/칼국수,세종특별자치시,연서면,127.2829832,36.56242712
풍류아리랑,,음식,한식,한식/백반/한정식,세종특별자치시,도담동,127.257835,36.51461705
대박슈퍼,,소매,종합소매점,수퍼마켓,세종특별자치시,조치원읍,127.2912099,36.60350835
뚜레쥬르,세종다정점,음식,제과제빵떡케익,제과점,세종특별자치시,다정동,127.2493198,36.49576436
용인대대덕태권도&유,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,연서면,127.2432539,36.57421271
태진컨설팅,,부동산,분양,건물분양-종합,세종특별자치시,장군면,127.2230428,36.49929114
약손마사지,,관광/여가/오락,요가/단전/마사지,스포츠마사지,세종특별자치시,조치원읍,127.2909789,36.60309242
피부예술,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,새롬동,127.2458824,36.48649617
언니,,생활서비스,이/미용/건강,발/네일케어,세종특별자치시,조치원읍,127.2895008,36.6021734
걸크래쉬,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,조치원읍,127.2966451,36.60318007
첫마을탑부동산,,부동산,부동산중개,부동산중개,세종특별자치시,한솔동,127.2590393,36.47727798
세븐일레븐,편의점,소매,종합소매점,편의점,세종특별자치시,한솔동,127.2590393,36.47727798
세종뉴골드공인중개사사무소,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2103895,36.49440458
루미가넷네일바,,생활서비스,이/미용/건강,발/네일케어,세종특별자치시,가람동,127.2509879,36.47089212
태산키움태권도,,학문/교육,학원-예능취미체육,태권도장,세종특별자치시,장군면,127.2053961,36.49699397
조으다헤어새롬점,,생활서비스,이/미용/건강,여성미용실,세종특별자치시,새롬동,127.2503174,36.48606449
백수가든,,음식,한식,갈비/삼겹살,세종특별자치시,연서면,127.243032,36.61409862
하오,,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,연기면,127.2765814,36.54449938
99연대마트P.X,,소매,종합소매점,할인점,세종특별자치시,연서면,127.2788454,36.56409644
코시코뮤직,,학문/교육,학원-음악미술무용,피아노/바이올린/기타,세종특별자치시,다정동,127.2448039,36.49297813
식빵이맛있는집네모,세종점,음식,제과제빵떡케익,제과점,세종특별자치시,새롬동,127.2459205,36.48602777
더샵꿈꾸는어린이집,,학문/교육,유아교육,어린이집,세종특별자치시,새롬동,127.2510968,36.48856577
해물촌,,음식,일식/수산물,해물찜/탕전문,세종특별자치시,조치원읍,127.2925006,36.60537251
미샤,조치원점,소매,화장품소매,화장품판매점,세종특별자치시,조치원읍,127.2977115,36.60144703
24시한뚝수육국밥,,음식,한식,한식/백반/한정식,세종특별자치시,도담동,127.2586084,36.51429742
난파음악학원,,학문/교육,학원기타,학원(종합),세종특별자치시,전의면,127.2020738,36.6811596
홍짜장,조치원역점,음식,중식,중국음식/중국집,세종특별자치시,조치원읍,127.2981568,36.60287356
강변상사,,소매,음/식료품소매,청과물소매,세종특별자치시,연동면,127.310775,36.57660486
안서윤에스테틱,,생활서비스,이/미용/건강,비만/피부관리,세종특별자치시,나성동,127.2559544,36.49296708
인하트,,생활서비스,세탁/가사서비스,청소/소독,세종특별자치시,금남면,127.2631116,36.45260963
양대식당,,음식,한식,한식/백반/한정식,세종특별자치시,연서면,127.2078283,36.59562048
왕갈비탕왕십리곱창,,음식,한식,곱창/양구이전문,세종특별자치시,전동면,127.267613,36.65326517
환경신문고,,소매,책/서적/도서,서점,세종특별자치시,조치원읍,127.2919814,36.59246414
영재문구,,소매,사무/문구/컴퓨터,사무/문구용품,세종특별자치시,금남면,127.2809337,36.46521833
정원반점,,음식,중식,중국음식/중국집,세종특별자치시,연기면,127.2779928,36.54525594
대학피자,,음식,한식,한식/백반/한정식,세종특별자치시,조치원읍,127.2940487,36.60844579
연기군공원묘지,제2묘역,생활서비스,장례/묘지,묘지관리-종합,세종특별자치시,전동면,127.2729195,36.69197695
바다포차,,음식,유흥주점,소주방/포장마차,세종특별자치시,조치원읍,127.2918996,36.60386392
개별용달,,생활서비스,운송/배달/택배,종합이삿짐대행,세종특별자치시,조치원읍,127.2946311,36.59972556
부자정통중화요리,,음식,중식,중국음식/중국집,세종특별자치시,연기면,127.2773945,36.54473863
태광차유리,,생활서비스,자동차/이륜차,자동차정비/카센타,세종특별자치시,조치원읍,127.2964665,36.5957711
마슬랜치킨,,음식,닭/오리요리,후라이드/양념치킨,세종특별자치시,조치원읍,127.2953302,36.59781914
건국부동산,,부동산,부동산중개,부동산중개,세종특별자치시,연서면,127.2856235,36.56686792
옥토불가마찜질방,,생활서비스,대중목욕탕/휴게,목욕업-찜질방,세종특별자치시,조치원읍,127.3021941,36.59641759
한결부동산,,부동산,부동산중개,부동산중개,세종특별자치시,장군면,127.2063491,36.49767622
